SID,Commentaires éventuels (sur le formulaire ou sur votre situation personnelle),Note personnelle,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de l'enseignement),Note enseignement,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de la recherche),Note recherche,Pouvez-vous expliquer vos réponses merci ...,Note merci,Totalite des commentaires,Note totalite
16104298,j enseigne dans un inspé capes math il y a de la nsisnt et c est tout,0.8068846,je suis responsable du master meef math m m tout seul nous sommes sensés être permanents mcf moi pu mais ont été recrutés en suisse et sont détachés depuis des années nous manquons clairement de bras,0.8547683,,,je me vois avec une mission de formation si ce n est pas moi il faut bien que ce soit quelqu un je manque peut être d humilité mais autant que ce soit moi par contre c est vraiment trop solitaire trop de travail dans des conditions imposées par le cadrage national du ministère pour le master meef vraiment pénibles,0.22896883,j enseigne dans un inspé capes math il y a de la nsisnt et c est tout je suis responsable du master meef math m m tout seul nous sommes sensés être permanents mcf moi pu mais ont été recrutés en suisse et sont détachés depuis des années nous manquons clairement de bras je me vois avec une mission de formation si ce n est pas moi il faut bien que ce soit quelqu un je manque peut être d humilité mais autant que ce soit moi par contre c est vraiment trop solitaire trop de travail dans des conditions imposées par le cadrage national du ministère pour le master meef vraiment pénibles,0.22951895
16109618,remarque sur le formulaire le nom de la ville allié aux questions rompt l anonymat des établissements d enseignement et de recherche,0.30332834,l evolution de la relation etudiant à l enseignement dispensé n est pas prise en compte difficulté de gestion de de la motivation etudiante de la question disciplinaire dans le supérieur,0.65000147,,,le statut d ec et son independance est un atout valorisable aupres de jeunes recrutés cependant les conditions de travail avec un morcellement des taches leur comptabilité et de plus en plus de controles sont difficiles a rendre attractifs surtout avec un salaire plus faible qu en entreprise,0.8528803,remarque sur le formulaire le nom de la ville allié aux questions rompt l anonymat des établissements d enseignement et de recherche l evolution de la relation etudiant à l enseignement dispensé n est pas prise en compte difficulté de gestion de de la motivation etudiante de la question disciplinaire dans le supérieur le statut d ec et son independance est un atout valorisable aupres de jeunes recrutés cependant les conditions de travail avec un morcellement des taches leur comptabilité et de plus en plus de controles sont difficiles a rendre attractifs surtout avec un salaire plus faible qu en entreprise,0.85162944
16163289,laboratoire rattaché principalement à l insis mais je ne dirais pas que c est un laboratoire majoritairement informatique,0.18283994,trop d étudiants mal orientés en l davantage que dans les autres filières scientifiques,0.3360739,aucune réponse ne convient j aime toujours faire de la recherche mais le poids des autres missions m a conduit à réduire,0.71459746,les conditions d exercice varient fortement d une site à un autre de même que les conditions d accueil des jeunes enseignants chercheurs mais la constante en informatique est quand même le poids des heures complémentaires cela me parait extrêmement difficile pour un jeune en début de carrière pour la répartition je n ai pas répondu je ne pense pas qu il y ait une répartition idéale figée au niveau de chaque individu mais que c est au niveau du collectif qu il faudrait raisonner il me semble que nous serions plus efficaces si nous pouvions tenir compte des qualités de chacune et chacun de même pour une personne donnée le ratio devrait aussi pouvoir évoluer tout au long de sa carrière et la personne devrait pouvoir être accompagnée lorsqu elle envisage des changements par contre il me semble important de garder un pied dans la recherche d une manière ou d une autre et un pied dans l enseignement ce pied là étant plus facile à garder,0.23886132,laboratoire rattaché principalement à l insis mais je ne dirais pas que c est un laboratoire majoritairement informatique trop d étudiants mal orientés en l davantage que dans les autres filières scientifiques aucune réponse ne convient j aime toujours faire de la recherche mais le poids des autres missions m a conduit à réduire les conditions d exercice varient fortement d une site à un autre de même que les conditions d accueil des jeunes enseignants chercheurs mais la constante en informatique est quand même le poids des heures complémentaires cela me parait extrêmement difficile pour un jeune en début de carrière pour la répartition je n ai pas répondu je ne pense pas qu il y ait une répartition idéale figée au niveau de chaque individu mais que c est au niveau du collectif qu il faudrait raisonner il me semble que nous serions plus efficaces si nous pouvions tenir compte des qualités de chacune et chacun de même pour une personne donnée le ratio devrait aussi pouvoir évoluer tout au long de sa carrière et la personne devrait pouvoir être accompagnée lorsqu elle envisage des changements par contre il me semble important de garder un pied dans la recherche d une manière ou d une autre et un pied dans l enseignement ce pied là étant plus facile à garder,0.23886132
16373993,je suis professeur émérite,0.3431253,l enseignement à distance de ces dernières années covid a été extrêmement perturbateur,0.81977195,,,le métier devient très difficile les publications sont les seules points reconnues dans un dossier,0.4635721,je suis professeur émérite l enseignement à distance de ces dernières années covid a été extrêmement perturbateur le métier devient très difficile les publications sont les seules points reconnues dans un dossier,0.53447586
16375463,raisons pour lesquelles je n ai pas passé d hdr au départ beaucoup d enseignements dans des domaines qui changent tous les ans même si j ai toujours maintienu une activité de recherche soutenue a partir d un certain âge il n est plus envisageable de passer prof donc l hdr ne peut plus servir qu à encadrer je m entends bien avec une prof de l équipe et nous co encadrons ensemble le fait de ne pas avoir d hdr permet de rester un peu à l écart d un certain nombre de manigances politiques qui empêchent à mon sens de faire son travail correctement,0.32677975,j ai le privilège de n enseigner qu en master j aime enseigner à des étudiants motivés c est malheureusement de moins en moins le cas j enseigne des technologies qui se renouvellent régulièrement et il faut remettre les cm et les tps à jour tous les ans,0.3585797,le temps me manque,0.17999381,j ai vu les conditions se dégrader depuis mon arrivée à l université j ai vu les instances décisionnaires être reprises en main par des managers et par le privé via les membres extérieurs du ca des projets de fusion qui vont diluer encore plus les voix des agents qui font fonctionner les établissements sont en préparation,0.2984328,raisons pour lesquelles je n ai pas passé d hdr au départ beaucoup d enseignements dans des domaines qui changent tous les ans même si j ai toujours maintienu une activité de recherche soutenue a partir d un certain âge il n est plus envisageable de passer prof donc l hdr ne peut plus servir qu à encadrer je m entends bien avec une prof de l équipe et nous co encadrons ensemble le fait de ne pas avoir d hdr permet de rester un peu à l écart d un certain nombre de manigances politiques qui empêchent à mon sens de faire son travail correctement j ai le privilège de n enseigner qu en master j aime enseigner à des étudiants motivés c est malheureusement de moins en moins le cas j enseigne des technologies qui se renouvellent régulièrement et il faut remettre les cm et les tps à jour tous les ans le temps me manque j ai vu les conditions se dégrader depuis mon arrivée à l université j ai vu les instances décisionnaires être reprises en main par des managers et par le privé via les membres extérieurs du ca des projets de fusion qui vont diluer encore plus les voix des agents qui font fonctionner les établissements sont en préparation,0.27067718
16376232,le laboratoire est multi site et cela arrive de plus en plus fréquemment de devoir se déplacer d un site à l autre ce qui prend minutes,0.3249716,,,,,sur le papier cela reste un métier très passionnant qui nous laisse une grande liberté avec le recul c est trop prenant pour trop peu de reconnaissance et les libertés sont assez factices car sans financements on ne peut pas grand chose sans publications on est peu reconnu nous sommes également très dépendant des diverses gouvernances laboratoire ou établissement d enseignement qui fonctionnent encore de manière descendante et avec trop peu de considération pour ses personnels,0.837167,le laboratoire est multi site et cela arrive de plus en plus fréquemment de devoir se déplacer d un site à l autre ce qui prend minutes sur le papier cela reste un métier très passionnant qui nous laisse une grande liberté avec le recul c est trop prenant pour trop peu de reconnaissance et les libertés sont assez factices car sans financements on ne peut pas grand chose sans publications on est peu reconnu nous sommes également très dépendant des diverses gouvernances laboratoire ou établissement d enseignement qui fonctionnent encore de manière descendante et avec trop peu de considération pour ses personnels,0.8370808
16376389,difficultés relatives à la localisation de tous les membres de mon équipe dans une autre université,0.85702527,charge d enseignement de plus en plus grande associée à de plus en plus de responsabilités administratives les étudiants sont toujours très motivant,0.7897572,la recherche me plaît toujours mais on passe beaucoup de temps à répondre à des appels à projet avec un taux de réussite très faible,0.7725963,j adore mon métier tant en recherche qu en enseignement mais je trouve qu au cours de ces dernières années les conditions de notre métier s aggravent on nous demande toujours davantage de choses pour aucune revalorisation les responsabilités administratives augmentent énormément sans être intéressantes pour autant le contact avec les étudiants et les collègues chercheurs sont très intéressants et enrichissants mais les perspectives de promotion hors classe par exemple prof sont quasiment nulles,0.38194805,difficultés relatives à la localisation de tous les membres de mon équipe dans une autre université charge d enseignement de plus en plus grande associée à de plus en plus de responsabilités administratives les étudiants sont toujours très motivant la recherche me plaît toujours mais on passe beaucoup de temps à répondre à des appels à projet avec un taux de réussite très faible j adore mon métier tant en recherche qu en enseignement mais je trouve qu au cours de ces dernières années les conditions de notre métier s aggravent on nous demande toujours davantage de choses pour aucune revalorisation les responsabilités administratives augmentent énormément sans être intéressantes pour autant le contact avec les étudiants et les collègues chercheurs sont très intéressants et enrichissants mais les perspectives de promotion hors classe par exemple prof sont quasiment nulles,0.3849092
16376397,potentiellement futur enseignant chercheur,0.1002542,,,,,,,potentiellement futur enseignant chercheur,0.1002542
16378365,jamais mcf cr inria ans puis pu,0.21737184,,,,,,,jamais mcf cr inria ans puis pu,0.21737184
16382332,je ne suis pas sûre d avoir bien compris la question nombre moyen d étudiants inscrits sur l ensemble de vos formations toutes années confondues,0.5957429,j aime heureusement toujours enseigner l interaction avec les étudiant es est pour moi le poumon de notre métier moins d heures à faire nous permettrait vraiment de donner plus de temps pour améliorer la qualité de nos enseignements,0.27150625,c est surtout que j ai beaucoup moins de temps pour faire de la recherche et le temps que j ai est très fragmenté ce qui rend les réflexions de fond difficiles,0.14775896,j ai eu la ripec à la première campagne jamais demandé de prime avant cela pour la partie administration il n est pas clair ce qui est inclus dans la partie enseignement comme gestion de l équipe pédagogique des stages ce que je ne veux pas faire c est ce qui devrait être fait par les services administratifs ou des personnes chargées du secrétariat qui malheureusement n existent pas,0.068153046,je ne suis pas sûre d avoir bien compris la question nombre moyen d étudiants inscrits sur l ensemble de vos formations toutes années confondues j aime heureusement toujours enseigner l interaction avec les étudiant es est pour moi le poumon de notre métier moins d heures à faire nous permettrait vraiment de donner plus de temps pour améliorer la qualité de nos enseignements c est surtout que j ai beaucoup moins de temps pour faire de la recherche et le temps que j ai est très fragmenté ce qui rend les réflexions de fond difficiles j ai eu la ripec à la première campagne jamais demandé de prime avant cela pour la partie administration il n est pas clair ce qui est inclus dans la partie enseignement comme gestion de l équipe pédagogique des stages ce que je ne veux pas faire c est ce qui devrait être fait par les services administratifs ou des personnes chargées du secrétariat qui malheureusement n existent pas,0.067551285
16534360,maitre de conférence contractuel cdi de la fonction publique et non fonctionnaire,0.80385834,trop de charges administratives pas assez d enseignants plus de temps pour faire un vrai service de recherche,0.28644702,,,,,maitre de conférence contractuel cdi de la fonction publique et non fonctionnaire trop de charges administratives pas assez d enseignants plus de temps pour faire un vrai service de recherche,0.31076717
16539184,ras à part qu un enseignant chercheur compte tenu des lourdes tâches d évaluations récurrentes diverses et variées travaille bien plus de h par semaine n a pas de week end et n a que semaines de congés au mieux et pas entières en fait et qu à la fin c est épuisant ce qui est démoralisant c est un gouvernement qui parle de réindustrialisation de la france mais qui continue à affaiblir l enseignement supérieur et la recherche associée,0.48092028,j aime bien enseigner et j aime bien la recherche les deux se nourrissent,0.5778917,compte tenu de la charge globale il est difficile de faire une recherche engagée donc les vieux font les tâches administratives font fonctionner les instances pour épargner un peu les jeunes,0.6435363,la liberté académique a largement diminuée ces évaluations permanentes de tout sont trop consommatrices d énergie et pasteurisent l enseignementrecherche la course aux publications dénature la recherche on ne fait plus de vraie recherche on vise d avoir le maximum de papiers quitte à saucissonner des résultats la créativité n est pas récompensée et l originalité encore moins la sempiternelle course aux projets pour avoir des financements est usante et peu rentable qu on nous foute la paix pour mieux former et mieux chercher au lieu de se soumettre aux dictats de la cti de l hceres de france compétences et que les politiques arrêtent de nous faire croire qu ils soutiennent la recherche alors qu ils détruisent méticuleusement d année en année le patrimoine scientifique durement accumulé par des générations d universitaires,0.75935876,ras à part qu un enseignant chercheur compte tenu des lourdes tâches d évaluations récurrentes diverses et variées travaille bien plus de h par semaine n a pas de week end et n a que semaines de congés au mieux et pas entières en fait et qu à la fin c est épuisant ce qui est démoralisant c est un gouvernement qui parle de réindustrialisation de la france mais qui continue à affaiblir l enseignement supérieur et la recherche associée j aime bien enseigner et j aime bien la recherche les deux se nourrissent compte tenu de la charge globale il est difficile de faire une recherche engagée donc les vieux font les tâches administratives font fonctionner les instances pour épargner un peu les jeunes la liberté académique a largement diminuée ces évaluations permanentes de tout sont trop consommatrices d énergie et pasteurisent l enseignementrecherche la course aux publications dénature la recherche on ne fait plus de vraie recherche on vise d avoir le maximum de papiers quitte à saucissonner des résultats la créativité n est pas récompensée et l originalité encore moins la sempiternelle course aux projets pour avoir des financements est usante et peu rentable qu on nous foute la paix pour mieux former et mieux chercher au lieu de se soumettre aux dictats de la cti de l hceres de france compétences et que les politiques arrêtent de nous faire croire qu ils soutiennent la recherche alors qu ils détruisent méticuleusement d année en année le patrimoine scientifique durement accumulé par des générations d universitaires,0.7593566
16543253,l enseignement multi sites est usant aussi bien pour les enseignants que pour les etudiants je suis sur sites plus un site pour la recherche cela engendre une perte de temps qui engendre fatigue et stress et impacte la qualité de travail,0.36824757,de plus en plus de difficultés de trouver des chargés de td même en leur fournissant tous les supports pédagogiques et une formation ce qui me coute du temps je suis donc emmené a assurer des tds supplémentaires au détriment de ma recherche et de ma progression de carrière,0.26978964,les projets anr c est le parcours du combattant et en plus qui n aboutit pas heureusement que j ai pu tirer de ma thématique des centres d intérêt industriels pour pouvoir établir des projets et avoir des bourses cifre autrement pas de financement pour avoir un thésard et continuer à progresser participer à des conférences etc car tout cela nécessite un support financier,0.75816625,nous sommes courtisés tous les jours par les industriels avec des salaires beaucoup plus élevés et de meilleurs conditions de travail on continue car la recherche académique et la formation reste notre idéal mais on est usé notre travail n est pas reconnu à sa juste valeur et nos étudiants et thésards se rendent bien compte et sans qu on le disent ils fuient vers d autres horizons il est temps d agir avant que les universités françaises ne se vident de leur force vive,0.14961681,l enseignement multi sites est usant aussi bien pour les enseignants que pour les etudiants je suis sur sites plus un site pour la recherche cela engendre une perte de temps qui engendre fatigue et stress et impacte la qualité de travail de plus en plus de difficultés de trouver des chargés de td même en leur fournissant tous les supports pédagogiques et une formation ce qui me coute du temps je suis donc emmené a assurer des tds supplémentaires au détriment de ma recherche et de ma progression de carrière les projets anr c est le parcours du combattant et en plus qui n aboutit pas heureusement que j ai pu tirer de ma thématique des centres d intérêt industriels pour pouvoir établir des projets et avoir des bourses cifre autrement pas de financement pour avoir un thésard et continuer à progresser participer à des conférences etc car tout cela nécessite un support financier nous sommes courtisés tous les jours par les industriels avec des salaires beaucoup plus élevés et de meilleurs conditions de travail on continue car la recherche académique et la formation reste notre idéal mais on est usé notre travail n est pas reconnu à sa juste valeur et nos étudiants et thésards se rendent bien compte et sans qu on le disent ils fuient vers d autres horizons il est temps d agir avant que les universités françaises ne se vident de leur force vive,0.14965856
16547402,labo d informatique de type ea,0.6911318,charges administratives volume complexité ce point devient crucial dans notre inefficacité quotidienne,0.45936212,mais j ai bien peur que cela ne dure pas la complexité du montage des dossiers ainsi que l énorme lourdeur administrative avec son feuilleté de contrôles de règles juridiques administratives financière fait qu on même parfois du mal à dépenser les finances obtenues ou à se faire payerrembourser des avances réalisées voir même jamais remboursé c est démoralisant,0.33823156,les jeunes chercheurs en informatiques ne viennent plus ils partent dans l industrie où ils sont payés dès la sortie du master à fois ce qu ils gagneraient avec une bourse de thèse en sur ans les docteurs formés ne veulent plus devenir mcf mêmes raisons financières et ils voient bien qu on est submergé par les freins administratifs que nous essayons de dépatouiller au lieu de faire notre métier nous ne sommes plus attractifs que pour des doctorants etou mc étrangers qui veulent fuir de chez où ils ont des conditions encore moins bonnes tout membre de cos l a constaté depuis plusieurs années nous avons un appauvrissement incroyable des recrutements doctorantsmcf qui sur du moyen terme va poser de gros problèmes à la section,0.6509788,labo d informatique de type ea charges administratives volume complexité ce point devient crucial dans notre inefficacité quotidienne mais j ai bien peur que cela ne dure pas la complexité du montage des dossiers ainsi que l énorme lourdeur administrative avec son feuilleté de contrôles de règles juridiques administratives financière fait qu on même parfois du mal à dépenser les finances obtenues ou à se faire payerrembourser des avances réalisées voir même jamais remboursé c est démoralisant les jeunes chercheurs en informatiques ne viennent plus ils partent dans l industrie où ils sont payés dès la sortie du master à fois ce qu ils gagneraient avec une bourse de thèse en sur ans les docteurs formés ne veulent plus devenir mcf mêmes raisons financières et ils voient bien qu on est submergé par les freins administratifs que nous essayons de dépatouiller au lieu de faire notre métier nous ne sommes plus attractifs que pour des doctorants etou mc étrangers qui veulent fuir de chez où ils ont des conditions encore moins bonnes tout membre de cos l a constaté depuis plusieurs années nous avons un appauvrissement incroyable des recrutements doctorantsmcf qui sur du moyen terme va poser de gros problèmes à la section,0.65097487
16548320,ras,0.51324517,quel périmètre de décharge voulez vous évaluer décharge pour faire de la recherche ou autre décompte de référentiel je béneficie d heures pour une responsabilité de filière,0.18903151,,,il me semble qu au lieu de fixer un ratio annuel il faudrait plus de flexibilité pluri annuelle l informatique souffre encore d un déficit d enseignants face à la demande des étudiants et d une attractivité de l emploi privé importante,0.42878744,ras quel périmètre de décharge voulez vous évaluer décharge pour faire de la recherche ou autre décompte de référentiel je béneficie d heures pour une responsabilité de filière il me semble qu au lieu de fixer un ratio annuel il faudrait plus de flexibilité pluri annuelle l informatique souffre encore d un déficit d enseignants face à la demande des étudiants et d une attractivité de l emploi privé importante,0.35797784
16549659,tous les labos ne sont pas rattachés ins i ou insis,0.11510915,,,,,,,tous les labos ne sont pas rattachés ins i ou insis,0.11510915
16557116,je n ai pas compris la question nombre moyen d étudiants inscrits sur l ensemble de vos formations toutes années confondues vos formations mon public dans mes cours celles que je gère celles auxquelles je participe en prenant un groupe ou un cours par exemple nombre moyen faire la moyenne entre une l et un m n a pas beaucoup de sens je doute que ce soit la question,0.9184772,le mélange relation nombre support fait que la réponse n a pas beaucoup de sens j ai donc répondu plus sur le critère de la relation,0.6631249,cf commentaire précedent,0.5793449,je ne demande jamais demandé de prime pedr ripec le métier d enseignant chercheur est évidemment intéressant mais les charges administratives se sont complexifiées sont devenues trop nombreuses et le financement de la recherche essentiellement par projet ne me plaît pas,0.12299025,je n ai pas compris la question nombre moyen d étudiants inscrits sur l ensemble de vos formations toutes années confondues vos formations mon public dans mes cours celles que je gère celles auxquelles je participe en prenant un groupe ou un cours par exemple nombre moyen faire la moyenne entre une l et un m n a pas beaucoup de sens je doute que ce soit la question le mélange relation nombre support fait que la réponse n a pas beaucoup de sens j ai donc répondu plus sur le critère de la relation cf commentaire précedent je ne demande jamais demandé de prime pedr ripec le métier d enseignant chercheur est évidemment intéressant mais les charges administratives se sont complexifiées sont devenues trop nombreuses et le financement de la recherche essentiellement par projet ne me plaît pas,0.12695973
16601339,,0.5793449,,,,,,,,0.5793449
16630101,recherche vide de sens fonctionnement uniquement sur buzz word très peu de possibilités d évoultion,0.77533054,,,,,c est un metier piège ou il est difficil de bouger ou de partir vers d autres carrières,0.2532388,recherche vide de sens fonctionnement uniquement sur buzz word très peu de possibilités d évoultion c est un metier piège ou il est difficil de bouger ou de partir vers d autres carrières,0.30309698
18130377,aucune perspective de promotion dans mon université j ai postulé à un repyramidage mais le résultat était annoncé officieusement avant l audition en on m avait expliqué que l univ soutiendrait le fait fortement suggéré de me rattacher ailleurs en recherche suite à la non reconnaissance d une équipe locale ce que j ai fait depuis je suis un paria pour les décisions en local e g repyramidage avis local b avis cnu a b pour des cas comme le mien il me semble important de ne pas donner les pleins pouvoirs localement à des universités ou de maintenir une voie ministérielle,0.10703994,il est plus coûteux à tout point de vue de chercher des intervenants et gérer leurs interventions que de faire les heures soi même je l ai fait au début de ma carrière autre collègue informaticien en délégation inria pdt ans puis arrêt mois à son retour septembre mise en place du but à coût constant,0.2545982,,,je bénéficie actuellement de la pedr une dernière fois mais je ne pense pas obtenir la ripec l assiette a changé énormément de gens tentent alors que le nombre est passé de à pour l établissement effet d aubaine mais grosse déception pour bcp à l arrivée j aime toujours ce métier et ne suis pas à plaindre mais je n ai plus d illusion le mérite et la qualité scientifique ne sont plus des critères importants je maintiens le sérieux auprès de mes élèves et mes doctorants mais je ne leur cache pas les dysfonctionnements réguliers fréquents et le désinvestissement des personnes autour le télétravail octroyé à des personnes sensées accueillir du public ou des personnes sensées apporter un support technique et je me bats plus face à l administration je précise que j ai été correspondant specif pendant de nombreuses années bon courage à tous mais je soupçonne que le bateau est volontairement sabordé afin de faire monter le privé à l américaine,0.15476318,aucune perspective de promotion dans mon université j ai postulé à un repyramidage mais le résultat était annoncé officieusement avant l audition en on m avait expliqué que l univ soutiendrait le fait fortement suggéré de me rattacher ailleurs en recherche suite à la non reconnaissance d une équipe locale ce que j ai fait depuis je suis un paria pour les décisions en local e g repyramidage avis local b avis cnu a b pour des cas comme le mien il me semble important de ne pas donner les pleins pouvoirs localement à des universités ou de maintenir une voie ministérielle il est plus coûteux à tout point de vue de chercher des intervenants et gérer leurs interventions que de faire les heures soi même je l ai fait au début de ma carrière autre collègue informaticien en délégation inria pdt ans puis arrêt mois à son retour septembre mise en place du but à coût constant je bénéficie actuellement de la pedr une dernière fois mais je ne pense pas obtenir la ripec l assiette a changé énormément de gens tentent alors que le nombre est passé de à pour l établissement effet d aubaine mais grosse déception pour bcp à l arrivée j aime toujours ce métier et ne suis pas à plaindre mais je n ai plus d illusion le mérite et la qualité scientifique ne sont plus des critères importants je maintiens le sérieux auprès de mes élèves et mes doctorants mais je ne leur cache pas les dysfonctionnements réguliers fréquents et le désinvestissement des personnes autour le télétravail octroyé à des personnes sensées accueillir du public ou des personnes sensées apporter un support technique et je me bats plus face à l administration je précise que j ai été correspondant specif pendant de nombreuses années bon courage à tous mais je soupçonne que le bateau est volontairement sabordé afin de faire monter le privé à l américaine,0.15476282
15896653,,,l enseignement est de plus en plus difficile j ai des étudiants en ère année de but et j ai trop souvent l impression que je dois me battre pour qu ils travaillent j ai passé des centaines d heures à codes des exercices de programmation en ligne sur moodle à raison d une heure par exercice je n ai pas l impression que cela sera aussi valorisé que la recherche,0.048162233,je fais ma recherche quasiment toute seule depuis que l équipe à laquelle j étais rattachée a été démantelée après qu une partie des membres de cette équipe aient créé une équipe commune inria j arrive tout de même à garder une activité de recherche mais c est difficile je suis de plus assez choquée que certains membres de cette nouvelle équipe commune qui sont pu encadrent des thèses entre pros et ne jouent plus leur rôle d animateurs d équipe quand on propose des sujets face à deux pu on passe forcément après,0.5183604,je n ai aucun espoir de passer un jour pu ni même d avoir la classe exceptionnelle à cause du temps que je passe en enseignement et en administratif qui pénalise forcément mon temps de recherche,0.18488382,l enseignement est de plus en plus difficile j ai des étudiants en ère année de but et j ai trop souvent l impression que je dois me battre pour qu ils travaillent j ai passé des centaines d heures à codes des exercices de programmation en ligne sur moodle à raison d une heure par exercice je n ai pas l impression que cela sera aussi valorisé que la recherche je fais ma recherche quasiment toute seule depuis que l équipe à laquelle j étais rattachée a été démantelée après qu une partie des membres de cette équipe aient créé une équipe commune inria j arrive tout de même à garder une activité de recherche mais c est difficile je suis de plus assez choquée que certains membres de cette nouvelle équipe commune qui sont pu encadrent des thèses entre pros et ne jouent plus leur rôle d animateurs d équipe quand on propose des sujets face à deux pu on passe forcément après je n ai aucun espoir de passer un jour pu ni même d avoir la classe exceptionnelle à cause du temps que je passe en enseignement et en administratif qui pénalise forcément mon temps de recherche,0.18135604
15898762,,,attention pour être reconnu l investissement pédagogique doit être évalué et pour être évalué positivement il vaut mieux faire ce qui est à la mode ce qui va à l encontre de la liberté pédagogique dans notre université on a plein de message pour faire des approches récentes alors qu on manque cruellement d enseignants la moitié des heures faites par des non permanents avec des thésards responsables de gros modules et aussi une forte rotation,0.1575845,questionnement similaire à celui de romain couillet,0.53615326,intéressant oui mais j ai l impression qu on devrait réserver l informatique à des usages essentiel pour préserver l environnementclimat et beaucoup de jc se posent les mêmes questions difficile de faire de l informatique et en particulier de l ia en accord avec ses convictions,0.7823498,attention pour être reconnu l investissement pédagogique doit être évalué et pour être évalué positivement il vaut mieux faire ce qui est à la mode ce qui va à l encontre de la liberté pédagogique dans notre université on a plein de message pour faire des approches récentes alors qu on manque cruellement d enseignants la moitié des heures faites par des non permanents avec des thésards responsables de gros modules et aussi une forte rotation questionnement similaire à celui de romain couillet intéressant oui mais j ai l impression qu on devrait réserver l informatique à des usages essentiel pour préserver l environnementclimat et beaucoup de jc se posent les mêmes questions difficile de faire de l informatique et en particulier de l ia en accord avec ses convictions,0.721924
15900109,,,ce n est pas qu un probleme de nb d heures mais il faudrait également noté que comme les ec sont affectés à des composantes il est difficile pour les ec d iut d enseigner en master encore plus difficile de se faire connaitre ou faire connaitre sa discipline de recherche auprés des potentiels étudiants désireux de faire une thèse,0.20238373,l administration n est plus une aide mais un controle donc beaucoup moins de temps de faire de la recherche,0.4930936,vu l investissement la reconnaissance et les taches administratives ingrates qui pourrissent notre temps de recherche et le salaire je ne recommande pas ce métier,0.16720073,ce n est pas qu un probleme de nb d heures mais il faudrait également noté que comme les ec sont affectés à des composantes il est difficile pour les ec d iut d enseigner en master encore plus difficile de se faire connaitre ou faire connaitre sa discipline de recherche auprés des potentiels étudiants désireux de faire une thèse l administration n est plus une aide mais un controle donc beaucoup moins de temps de faire de la recherche vu l investissement la reconnaissance et les taches administratives ingrates qui pourrissent notre temps de recherche et le salaire je ne recommande pas ce métier,0.14758967
15902841,,,je bénéficie d une décharge financer sur projet anr jcjc ans habituellement j ai un service complet avec entre et heures complémentaires,0.098017305,,,en informatique l offre en r d industriel y compris avec des possibilités de vacations à l université est une alternative intéressante tant pour les conditions de travail pour le salaire que pour l absence de charge administrative le seul désavantage que je vois dans cette alternative est la non participation à la politique de l enseignement et encore avec les conseils de perfectionnement,0.2499543,je bénéficie d une décharge financer sur projet anr jcjc ans habituellement j ai un service complet avec entre et heures complémentaires en informatique l offre en r d industriel y compris avec des possibilités de vacations à l université est une alternative intéressante tant pour les conditions de travail pour le salaire que pour l absence de charge administrative le seul désavantage que je vois dans cette alternative est la non participation à la politique de l enseignement et encore avec les conseils de perfectionnement,0.24749981
15903256,,,appréciation personnelle aucune option ne me convient je ne souhaite pas arrêter je ne suis pas sûre d aimer autant qu avant j aimerais juste qu on nous donne les moyens de faire et aussi avoir des étudiants qui sont là parce qu ils ont vu de la lumière la reconnaissance a l air de s améliorer avec la ripec,0.43810874,trop d investissement en enseignement car d autres ne font pas la recherche rapportant plus donc peu de temps pour la recherche donc moins de possibilité de raccrocher donc je ne pense pas que je raccrocherai si le côté enseignement s améliore questionnaire responsabilité local de quel local le questionnaire a quand même beaucoup de typos et parfois ce n est plus des typos que dois je comprendre par personne d autre ne voulez le faire ou auriez voulu assurées ou bien comment dois je évaluer ma réponse à en avez vous beaucoup en termes de très dégradéesdéfavorables,0.35232592,il faut être fou ou super motivé pour devenir mcf de nos jours paye minable pr au nombre d études même après des années d ancienneté difficulté à ne pas travailler durant ses soirées ses week end et ses vacances étudiants non motivés peu de moyens de les motiver financiers ou autres encadrement en sous effectif nécessité de pallier les manques de l université je peux continuer un moment comme cela mieux vaut être ingénieur bien payé dans une boîte qui propose des avantages et au final plus de rtt que nous n avons de vrais congés,0.43345994,appréciation personnelle aucune option ne me convient je ne souhaite pas arrêter je ne suis pas sûre d aimer autant qu avant j aimerais juste qu on nous donne les moyens de faire et aussi avoir des étudiants qui sont là parce qu ils ont vu de la lumière la reconnaissance a l air de s améliorer avec la ripec trop d investissement en enseignement car d autres ne font pas la recherche rapportant plus donc peu de temps pour la recherche donc moins de possibilité de raccrocher donc je ne pense pas que je raccrocherai si le côté enseignement s améliore questionnaire responsabilité local de quel local le questionnaire a quand même beaucoup de typos et parfois ce n est plus des typos que dois je comprendre par personne d autre ne voulez le faire ou auriez voulu assurées ou bien comment dois je évaluer ma réponse à en avez vous beaucoup en termes de très dégradéesdéfavorables il faut être fou ou super motivé pour devenir mcf de nos jours paye minable pr au nombre d études même après des années d ancienneté difficulté à ne pas travailler durant ses soirées ses week end et ses vacances étudiants non motivés peu de moyens de les motiver financiers ou autres encadrement en sous effectif nécessité de pallier les manques de l université je peux continuer un moment comme cela mieux vaut être ingénieur bien payé dans une boîte qui propose des avantages et au final plus de rtt que nous n avons de vrais congés,0.4332667
